id,bonus,bonusLastChangedAt,endReason,endReasonLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,writtenPlan,writtenPlanLastChangedAt
01KC79MP2326D39SYQE8CY2BC7,192,2025-12-11T18:16:10.542261895Z,,,game ended,2025-12-11T18:16:27.819518994Z,1,2025-12-11T18:17:20.461275314Z,,,"{""strength"":""I took the lead in deciding the best strategy for the game and my partner followed after some failed trials."",""fair"":""Yes."",""feedback"":""I had to refresh the page a couple of times to see the parking spots; they weren't loading properly.""}",2025-12-11T18:17:20.485259068Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:11:26.983307495Z,2,2025-12-11T18:10:41.429161665Z,true,2025-12-11T18:11:34.256215916Z,01KC79MNVB7M60JDHHXHSDYXYM,2025-12-11T18:09:14.819555269Z,60cbd3ead9ef203f8e59d2c3,2025-12-11T18:09:14.819555269Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:14.830440244Z,baseline,2025-12-11T18:09:14.830440244Z,"{""PROLIFIC_PID"":""60cbd3ead9ef203f8e59d2c3"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b081a97331f40086878c4""}",2025-12-11T18:09:14.94212192Z,"{""plan"":""My plan is to always pick the same purple spot in hopes my partner realizes that's what I'm doing and then we can maximize our savings together.""}",2025-12-11T18:11:34.243247769Z
01KC79C5QHJNWZ7FV9P5YRT489,199,2025-12-11T18:12:38.326450332Z,,,game ended,2025-12-11T18:12:43.871948509Z,1,2025-12-11T18:13:23.888758572Z,,,"{""strength"":""strong choices"",""fair"":""yes"",""feedback"":""none""}",2025-12-11T18:13:23.907227152Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:08:16.064262103Z,2,2025-12-11T18:07:04.598961927Z,true,2025-12-11T18:08:24.243214482Z,01KC79C5DHAFY6WQEBT6WQKXR9,2025-12-11T18:04:35.953355733Z,667992b506b5fb5504eb23e0,2025-12-11T18:04:35.953355733Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:04:35.962721894Z,baseline,2025-12-11T18:04:35.962721894Z,"{""PROLIFIC_PID"":""667992b506b5fb5504eb23e0"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07977d45a9ae0e119d4d""}",2025-12-11T18:04:36.168566036Z,"{""plan"":""need to pick same color but different spots. don't select the same spot as I think m partner will""}",2025-12-11T18:08:24.240743863Z
01KC79FVZJ8N912QXJ50TRT1T9,134,2025-12-11T18:13:26.513414551Z,,,game ended,2025-12-11T18:14:14.297537923Z,1,2025-12-11T18:14:49.922534249Z,,,"{""strength"":""GOOD"",""fair"":""BARELY"",""feedback"":""NOTHING""}",2025-12-11T18:14:49.941424988Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:09:41.433723208Z,2,2025-12-11T18:09:03.548672241Z,true,2025-12-11T18:09:55.473225675Z,01KC79FVH82HCJ14363JH426BK,2025-12-11T18:06:37.042836582Z,5d9e3ec9611b0b0017b14b9a,2025-12-11T18:06:37.042836582Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:37.052775454Z,baseline,2025-12-11T18:06:37.052775454Z,"{""PROLIFIC_PID"":""5d9e3ec9611b0b0017b14b9a"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fa32eff69fcd55df83""}",2025-12-11T18:06:37.273996174Z,"{""plan"":""I PLAN TO PARK ON SPOT C WAITING THAT MY PARTNER USE THE D""}",2025-12-11T18:09:55.362984633Z
01KC79GGQVV2F88NW7MBP8PDXB,284,2025-12-11T18:11:43.495689635Z,,,game ended,2025-12-11T18:12:02.684432429Z,1,2025-12-11T18:12:49.982205148Z,,,"{""strength"":""Me and my partner developed an understanding where we picked in patterns to maximise profit"",""fair"":""Yes"",""feedback"":""It froze a little bit in between rounds but a refresh fixed it""}",2025-12-11T18:12:49.996238693Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:07:37.733889126Z,2,2025-12-11T18:07:37.330145421Z,true,2025-12-11T18:08:15.972596695Z,01KC79GG9WM7R6AC27YFD8FV94,2025-12-11T18:06:58.299643708Z,67380a0419c95d7829fc2144,2025-12-11T18:06:58.299643708Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:58.313416465Z,baseline,2025-12-11T18:06:58.313416465Z,"{""PROLIFIC_PID"":""67380a0419c95d7829fc2144"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0827237d44e2f60614e8""}",2025-12-11T18:06:58.515406216Z,"{""plan"":""Pick the purple colours as they are cheaper so if we choose different it is still the cheaper option""}",2025-12-11T18:08:15.97043385Z
01KC79FJ1AZ301480R5J03MPQZ,29,2025-12-11T18:11:01.036556058Z,disconnected,2025-12-11T18:12:43.830568754Z,game ended,2025-12-11T18:12:43.893749792Z,1,2025-12-11T18:16:48.932363492Z,,,"{""strength"":""Game ended early"",""fair"":""Game ended early"",""feedback"":""Game ended early""}",2025-12-11T18:16:48.908669323Z,01KC792Q2YZQWMD1AZ7DV21XYT,2025-12-11T18:10:24.436605297Z,2,2025-12-11T18:08:31.390897934Z,true,2025-12-11T18:10:24.79731018Z,01KC79FHH8WDYMXN1KQSFJ3MDJ,2025-12-11T18:06:26.858352615Z,615452aaabb932ada88ef3ca,2025-12-11T18:06:26.858352615Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:26.874482979Z,baseline,2025-12-11T18:06:26.874482979Z,"{""PROLIFIC_PID"":""615452aaabb932ada88ef3ca"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08013beff943b87d857b""}",2025-12-11T18:06:27.127686326Z,"{""plan"":""I'll try to go for the second cheapest spot and hope my partner picks the cheapest""}",2025-12-11T18:10:24.78891306Z
01KC79H6RT5T3CXH090C3TDFH6,51,2025-12-11T18:11:55.481727852Z,disconnected,2025-12-11T18:13:37.087831955Z,game ended,2025-12-11T18:13:37.212153848Z,1,2025-12-11T18:14:47.915488357Z,,,"{""strength"":""I stuck to my game plan which helped "",""fair"":""Yes"",""feedback"":""na""}",2025-12-11T18:14:47.897177474Z,01KC792PN2B9Z90QKN7KTG1F5T,2025-12-11T18:10:12.738943469Z,2,2025-12-11T18:08:14.026382421Z,true,2025-12-11T18:10:16.808119887Z,01KC79H5961X1G8QTQSQXMX5RF,2025-12-11T18:07:20.858945514Z,67111bf261090940b6316e55,2025-12-11T18:07:20.858945514Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:20.868475639Z,baseline,2025-12-11T18:07:20.868475639Z,"{""PROLIFIC_PID"":""67111bf261090940b6316e55"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b080d8d6779683b4b9596""}",2025-12-11T18:07:21.561769745Z,"{""plan"":""I will stick to parking on A and D spots hopefully, avoiding another participant""}",2025-12-11T18:10:16.801111477Z
01KC79HZWT21JFYJ4YRB1VC8KH,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:54.730489512Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:54.718073397Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:01.11209724Z,,,01KC79HYW9WYYME1JSCTFMKNEF,2025-12-11T18:07:46.58688285Z,6128e310f8c34c524eb39ad0,2025-12-11T18:07:46.58688285Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:46.601017201Z,baseline,2025-12-11T18:07:46.601017201Z,"{""PROLIFIC_PID"":""6128e310f8c34c524eb39ad0"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b080698e60fd16515a6e7""}",2025-12-11T18:07:47.161246422Z,,
01KC79K9TCRKNBNW24WKX2EG72,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:53.226816702Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:53.212636029Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:33.960237392Z,,,01KC79K9BSGQYZX8P77N2WRXCN,2025-12-11T18:08:29.516491525Z,5d9265cde0cd75001a485441,2025-12-11T18:08:29.516491525Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:29.526017799Z,baseline,2025-12-11T18:08:29.526017799Z,"{""PROLIFIC_PID"":""5d9265cde0cd75001a485441"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b087560ed35767fc0567d""}",2025-12-11T18:08:29.765893992Z,,
01KC79F1NBN201MMNWZF2EF0XJ,272,2025-12-11T18:09:24.092061398Z,,,game ended,2025-12-11T18:09:27.414246158Z,1,2025-12-11T18:09:41.002532107Z,,,"{""strength"":""Picking the same spot each round"",""fair"":""Yes"",""feedback"":""No problems""}",2025-12-11T18:09:41.008914251Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:06:10.09883665Z,2,2025-12-11T18:06:48.38374869Z,true,2025-12-11T18:07:00.338897657Z,01KC79F15J9F6TGWZ02H7T9BFH,2025-12-11T18:06:10.091977058Z,5c66d6a50d7f5f00014b8ab0,2025-12-11T18:06:10.091977058Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:10.09883665Z,baseline,2025-12-11T18:06:10.09883665Z,"{""PROLIFIC_PID"":""5c66d6a50d7f5f00014b8ab0"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fd9dfd90886aad2558""}",2025-12-11T18:06:10.234828131Z,"{""plan"":""I want to ensure myself and my partner both park in different spots, in the same color""}",2025-12-11T18:07:00.337767965Z
01KC79GEZN454A6DJY5SZG6MXS,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,,,,,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:07:34.18420666Z,,,01KC79GEB0D4S1A5Y471MP9SN6,2025-12-11T18:06:56.501765045Z,5b421b9ac2e3810001763252,2025-12-11T18:06:56.501765045Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:56.514747149Z,baseline,2025-12-11T18:06:56.514747149Z,"{""PROLIFIC_PID"":""5b421b9ac2e3810001763252"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b081bdac278367ce0e046""}",2025-12-11T18:06:56.833089725Z,,
01KC79J1B7PG9ZXDY025TNWBPA,22,2025-12-11T18:11:01.036556058Z,disconnected,2025-12-11T18:12:43.830568754Z,game ended,2025-12-11T18:12:43.893749792Z,1,2025-12-11T18:13:58.842950718Z,,,"{""strength"":""I do not have much to say, my partner let me down."",""fair"":""No, and it was someone else's fault."",""feedback"":""No problems, just a partner not responding in time.""}",2025-12-11T18:13:58.873380836Z,01KC792Q2YZQWMD1AZ7DV21XYT,2025-12-11T18:10:24.436605297Z,2,2025-12-11T18:09:52.594482989Z,true,2025-12-11T18:10:25.358820443Z,01KC79J02WEXCW5ZMREW0KVYHD,2025-12-11T18:07:48.072012346Z,67f27c240f798fb9db46152e,2025-12-11T18:07:48.072012346Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:48.080703912Z,baseline,2025-12-11T18:07:48.080703912Z,"{""PROLIFIC_PID"":""67f27c240f798fb9db46152e"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b080db85b1da05863434b""}",2025-12-11T18:07:48.712282484Z,"{""plan"":""I think me and my partner should always stick to picking C and D.""}",2025-12-11T18:10:25.334112863Z
01KC79J4CZPCPM11HP3329C7P5,32,2025-12-11T18:15:16.612222651Z,disconnected,2025-12-11T18:17:05.017435013Z,game ended,2025-12-11T18:17:05.078591896Z,,,true,2025-12-11T18:11:53.932667273Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:53.94649839Z,01KC79Q51TSE0QP3RTFEE09C80,2025-12-11T18:13:45.114298032Z,2,2025-12-11T18:10:51.900338134Z,true,2025-12-11T18:13:53.716112382Z,01KC79J34W8TB4C9Z90HQDBB0Z,2025-12-11T18:07:51.199746284Z,66af20a80e6cd118f2bf682d,2025-12-11T18:07:51.199746284Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:51.208535516Z,baseline,2025-12-11T18:07:51.208535516Z,"{""PROLIFIC_PID"":""66af20a80e6cd118f2bf682d"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07fc4c8efb495d7d36f9""}",2025-12-11T18:07:51.885200943Z,"{""plan"":""park in different spots of the same color""}",2025-12-11T18:13:53.73368332Z
01KC79F987YV6FKV0XWS3WEP6M,100,2025-12-11T18:13:26.513414551Z,,,game ended,2025-12-11T18:14:14.297537923Z,1,2025-12-11T18:15:14.831477997Z,,,"{""strength"":"""",""fair"":"""",""feedback"":""""}",2025-12-11T18:15:14.808144506Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:09:41.433723208Z,2,2025-12-11T18:08:45.444346921Z,true,2025-12-11T18:09:56.454187928Z,01KC79F8J51RVQDVHK10WVVMA7,2025-12-11T18:06:17.863502927Z,692e1fa525b2b19f6db09fe0,2025-12-11T18:06:17.863502927Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:17.872368466Z,baseline,2025-12-11T18:06:17.872368466Z,"{""PROLIFIC_PID"":""692e1fa525b2b19f6db09fe0"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f0d01c215f150c7952""}",2025-12-11T18:06:18.277202416Z,"{""plan"":""My game plan is to pick always b or c ""}",2025-12-11T18:09:56.44732177Z
01KC7A32NK8ATF83E3BG0K24Q8,97,2025-12-11T18:24:31.368263605Z,disconnected,2025-12-11T18:24:48.658101801Z,game ended,2025-12-11T18:24:48.738615209Z,1,2025-12-11T18:25:56.214921008Z,,,"{""strength"":""medium"",""fair"":""wasnt fair at all because it ended abruptly based on my partners movements and not mine"",""feedback"":""it took time to load""}",2025-12-11T18:25:57.289581381Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:18:07.975577127Z,2,2025-12-11T18:18:09.423357385Z,true,2025-12-11T18:19:05.565507124Z,01KC7A2YZF53EGDAJ023X1WJJE,2025-12-11T18:17:06.483239967Z,677009b08130c3028f6a8a6d,2025-12-11T18:17:06.483239967Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:17:06.518642174Z,baseline,2025-12-11T18:17:06.518642174Z,"{""PROLIFIC_PID"":""677009b08130c3028f6a8a6d"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08338e0a6b097547854e""}",2025-12-11T18:17:07.51767464Z,"{""plan"":""my game plan is to try and be strategic as possible and avoid choosing the same spot my partner chooses""}",2025-12-11T18:19:04.368872274Z
01KC79H85M2SJHCG7ES7XGG024,51,2025-12-11T18:11:55.481727852Z,disconnected,2025-12-11T18:13:37.087831955Z,game ended,2025-12-11T18:13:37.212153848Z,1,2025-12-11T18:17:14.451605951Z,,,"{""strength"":""i was able to get the parking space i wanted"",""fair"":""i guess so"",""feedback"":""no problems""}",2025-12-11T18:17:14.427144252Z,01KC792PN2B9Z90QKN7KTG1F5T,2025-12-11T18:10:12.738943469Z,2,2025-12-11T18:09:17.909893201Z,true,2025-12-11T18:10:21.381058105Z,01KC79H6FAP057MSE7XFQG2KTM,2025-12-11T18:07:22.292791325Z,679153802a458f825959cf4a,2025-12-11T18:07:22.292791325Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:22.302498998Z,baseline,2025-12-11T18:07:22.302498998Z,"{""PROLIFIC_PID"":""679153802a458f825959cf4a"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b080e3d09708801b60213""}",2025-12-11T18:07:23.413214828Z,"{""plan"":""i would park in two spots with the same color then in a different color""}",2025-12-11T18:10:21.372565672Z
01KC79HAYC0GW9EB6ESCFZWCXF,286,2025-12-11T18:11:51.071026686Z,,,game ended,2025-12-11T18:11:54.520920849Z,1,2025-12-11T18:13:00.707759837Z,,,"{""strength"":""I don't really know ? But I think my strategy was good"",""fair"":""In my view, it is"",""feedback"":""It was a fun experiment ! Thanks for the experience""}",2025-12-11T18:13:00.590763736Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:09:17.983552259Z,2,2025-12-11T18:08:30.592439354Z,true,2025-12-11T18:09:28.29055304Z,01KC79HAD3THNEM3W6MQR1NJGM,2025-12-11T18:07:25.132114751Z,6928aa6fa33a015ef1ee7ca6,2025-12-11T18:07:25.132114751Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:25.145756864Z,baseline,2025-12-11T18:07:25.145756864Z,"{""PROLIFIC_PID"":""6928aa6fa33a015ef1ee7ca6"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0824fd7b636d810224aa""}",2025-12-11T18:07:25.408593947Z,"{""plan"":""So, I think that I'll just park at the same spot, of course it will depend on my partner's choice, but I'll try to cooperate with him in the best way I can.""}",2025-12-11T18:09:28.152502995Z
01KC79KVXV72NY0KBKSQ4SBV0S,,,disconnected,2025-12-11T18:11:31.821142534Z,game ended,2025-12-11T18:11:32.217589597Z,1,2025-12-11T18:12:08.751053441Z,,,"{""strength"":"""",""fair"":"""",""feedback"":""""}",2025-12-11T18:12:08.737757177Z,01KC792QDY5PWY64QNNCK4BSVK,2025-12-11T18:10:26.296246625Z,2,2025-12-11T18:09:44.478212461Z,true,2025-12-11T18:10:38.8806165Z,01KC79KTH0Z87BSE0PG1ZRVMY4,2025-12-11T18:08:48.059587482Z,6727c36d37e7c36841ff9174,2025-12-11T18:08:48.059587482Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:48.070312319Z,baseline,2025-12-11T18:08:48.070312319Z,"{""PROLIFIC_PID"":""6727c36d37e7c36841ff9174"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08376a8fcd89b4c0bca1""}",2025-12-11T18:08:48.994692758Z,"{""plan"":""i will just follow my instincts and try to also follow patterns.""}",2025-12-11T18:10:38.809055958Z
01KC79KJVCVJK4J4MAH90C95EQ,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:50.510999354Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:50.497407679Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:11:26.535991297Z,,,01KC79KHVV0SNM4WH9Q0W2ZMY0,2025-12-11T18:08:38.764696881Z,64b4c078aeb3a03a356ce3b2,2025-12-11T18:08:38.764696881Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:38.775508317Z,baseline,2025-12-11T18:08:38.775508317Z,"{""PROLIFIC_PID"":""64b4c078aeb3a03a356ce3b2"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0809f49a834c4a629e24""}",2025-12-11T18:08:39.538466383Z,,
01KC79S4E338TQNHPJA57N6PRE,39,2025-12-11T18:20:22.717066876Z,disconnected,2025-12-11T18:22:13.598204169Z,game ended,2025-12-11T18:22:13.684715685Z,1,2025-12-11T18:23:03.102218411Z,,,"{""strength"":""Fair"",""fair"":""Yes a bit"",""feedback"":""The game ended early ""}",2025-12-11T18:23:03.074257257Z,01KC79VJ1C3ZDY5HF0N9GH13VS,2025-12-11T18:15:55.072685492Z,2,2025-12-11T18:14:34.04753167Z,true,2025-12-11T18:16:44.611841091Z,01KC79S0HDRZS3ABV1JCYHZW5J,2025-12-11T18:11:40.61190951Z,66f5a8a132ed783139dd5818,2025-12-11T18:11:40.61190951Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:12:44.114818398Z,baseline,2025-12-11T18:12:44.114818398Z,"{""PROLIFIC_PID"":""66f5a8a132ed783139dd5818"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b084d4203721a0ea144c4""}",2025-12-11T18:12:44.525663077Z,"{""plan"":""My strategy is to avoid selecting the same exact spot as my partner because that leads to a 30 MU penalty. Instead, I will try to choose a spot in the same color group but a different letter (A/B or C/D), as this gives the 10 MU discount and keeps my costs low. If I’m unsure of my partner’s choice, I’ll stick to one color group to increase the chance of coordinating without choosing the same spot.""}",2025-12-11T18:16:44.589408847Z
01KC79W51Q0GQDX7Z8G2F8XC3N,124,2025-12-11T18:22:02.568157651Z,,,game ended,2025-12-11T18:22:11.986604994Z,1,2025-12-11T18:22:22.68691599Z,,,"{""strength"":"""",""fair"":"""",""feedback"":""""}",2025-12-11T18:22:22.659080676Z,01KC79VHBZ10QQXP0BWPHPEQ88,2025-12-11T18:14:54.963766196Z,2,2025-12-11T18:14:20.599255117Z,true,2025-12-11T18:15:08.789849854Z,01KC79W4E2SM6G9NM6TQJ863YZ,2025-12-11T18:13:19.543103593Z,616494f1ae4537c01914c758,2025-12-11T18:13:19.543103593Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:13:19.571494687Z,baseline,2025-12-11T18:13:19.571494687Z,"{""PROLIFIC_PID"":""616494f1ae4537c01914c758"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07ef9b12e5d4bd8bbdc1""}",2025-12-11T18:13:19.9761052Z,"{""plan"":""My game plan is to park on the same color but different spot as my partner to get a discount""}",2025-12-11T18:15:08.768097363Z
01KC7B94F4XX68YHBM7ZRFE46E,,,,,game ended,2025-12-11T18:52:46.219721971Z,1,2025-12-11T18:54:56.734844529Z,,,"{""strength"":""my picks"",""fair"":""in my situation not exactly because i doesnt see what my partner picking and i dont collect bonus"",""feedback"":""i doesnt see what my partner picking ""}",2025-12-11T18:54:56.686888812Z,01KC79X3KPYBRKKGVN4JT64MTF,2025-12-11T18:37:53.562312002Z,2,2025-12-11T18:38:34.841852093Z,true,2025-12-11T18:39:37.696347323Z,01KC7B93Z2ZP15ZT6Y8A0NV1Z7,2025-12-11T18:37:53.508846757Z,user1,2025-12-11T18:37:53.508846757Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:37:53.562312002Z,baseline,2025-12-11T18:37:53.562312002Z,"{""PROLIFIC_PID"":""user1""}",2025-12-11T18:37:53.810592391Z,"{""plan"":""i will be focus on violets option and try not match with my partner but if he/she will be picking orange i will pick them too""}",2025-12-11T18:39:37.658601032Z
01KC79G8091JHS7S2PA0X7BWZD,134,2025-12-11T18:16:29.23099832Z,disconnected,2025-12-11T18:17:27.462422506Z,game terminated,2025-12-11T18:17:27.406219168Z,,,true,2025-12-11T18:17:44.746528643Z,"{""gamefailed"":""nogame""}",2025-12-11T18:17:44.718723581Z,01KC792PXTR0N6KYBS1YKZHZ15,2025-12-11T18:10:21.532907674Z,2,2025-12-11T18:07:35.047647774Z,true,2025-12-11T18:10:24.260704567Z,01KC79G7CJA49NWETSBFNZKJDY,2025-12-11T18:06:49.353207286Z,66cda94f3c1bd8f7cc321ba8,2025-12-11T18:06:49.353207286Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:06:49.361858527Z,baseline,2025-12-11T18:06:49.361858527Z,"{""PROLIFIC_PID"":""66cda94f3c1bd8f7cc321ba8"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07f63beff943b87d8578""}",2025-12-11T18:06:49.724568191Z,"{""plan"":""try to get random pick from B to D""}",2025-12-11T18:10:24.268627083Z
01KC79GYAFSP28S2CYRE337WFE,150,2025-12-11T18:12:57.856973498Z,disconnected,2025-12-11T18:13:40.909217347Z,game ended,2025-12-11T18:13:40.961020117Z,1,2025-12-11T18:13:54.511341794Z,,,"{""strength"":"""",""fair"":"""",""feedback"":""""}",2025-12-11T18:13:54.458127626Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:09:02.636817176Z,2,2025-12-11T18:08:40.119739064Z,true,2025-12-11T18:09:17.80508204Z,01KC79GX50Q9875PFE95CZYMZH,2025-12-11T18:07:12.207231354Z,6163ef501a62937a722c26f6,2025-12-11T18:07:12.207231354Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:07:12.215048023Z,baseline,2025-12-11T18:07:12.215048023Z,"{""PROLIFIC_PID"":""6163ef501a62937a722c26f6"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b08141b6f5b8db83dd7f9""}",2025-12-11T18:07:13.063644691Z,"{""plan"":""I will always choose orange, you go for purple""}",2025-12-11T18:09:17.80062078Z
01KC79JZHZZZQGCCJ23C50PCK3,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:12:27.524867483Z,"{""gamefailed"":""nogame""}",2025-12-11T18:12:27.495513186Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,2,2025-12-11T18:10:32.263518325Z,,,01KC79JY8H4R8EKTZQ79D5SR8H,2025-12-11T18:08:19.007092669Z,67e1a81f94a4e37a7e8e340a,2025-12-11T18:08:19.007092669Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:08:19.016715809Z,baseline,2025-12-11T18:08:19.016715809Z,"{""PROLIFIC_PID"":""67e1a81f94a4e37a7e8e340a"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b07edd19a55ee5d5b41d2""}",2025-12-11T18:08:19.570559437Z,,
01KC79MWVGPYBPH7EE6CFVJ40D,,,,,game failed,2025-12-11T18:33:11.262903515Z,,,true,2025-12-11T18:11:51.888646428Z,"{""gamefailed"":""nogame""}",2025-12-11T18:11:51.87636697Z,01KC79VKPY9KQXNKV1TNV8DH8V,2025-12-11T18:28:01.20695478Z,1,2025-12-11T18:11:27.302788395Z,,,01KC79MVSVB0TD7A8S5JG1W6WM,2025-12-11T18:09:21.776751411Z,611ba9bea0d5bd7db68678e7,2025-12-11T18:09:21.776751411Z,"{""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2025-12-11T18:09:21.795264066Z,baseline,2025-12-11T18:09:21.795264066Z,"{""PROLIFIC_PID"":""611ba9bea0d5bd7db68678e7"",""STUDY_ID"":""69361907581f9b5982c25777"",""SESSION_ID"":""693b0829f9ffba90ef62a7c7""}",2025-12-11T18:09:22.335332125Z,,
